Iteration,Baseline_Mean_F1,Baseline_Std,HHO_Mean_F1,HHO_Std,MHHO_Mean_F1,MHHO_Std,Δ_MHHO−HHO
1,0.9675223333333333,0.0030587344151171963,0.9750961538461537,0.002120840865395492,0.9763942307692307,0.0013201471363217365,0.0012980769230770406
15,0.9675223333333333,0.0030587344151171963,0.9780769230769231,0.0008243475095905272,0.9776923076923076,0.0009663341943385503,-0.00038461538461542766
30,0.9675223333333333,0.0030587344151171963,0.9784615384615384,0.0010266421396184083,0.9785096153846153,0.0009197656956590817,4.807692307695621e-05
